episode,frame,item,x,y,vx,vy
8324238a-7629-4ffe-9981-577412aa67cd,0,93e9e67e-7303-4486-9105-88d8c83f37ef,609.4181135833278,46.02276106779282,3.4181135833277914,-1.9772389322071795
8324238a-7629-4ffe-9981-577412aa67cd,0,e02c0a17-dcfc-4847-bf60-cb7d808b4973,184.18909194826048,232.7833967337216,-0.8109080517395262,-2.216603266278409
8324238a-7629-4ffe-9981-577412aa67cd,0,1fa063f4-010e-4241-af54-95eb8b5c8c04,259.00416491362756,232.23779565149155,3.0041649136275477,-0.7622043485084363
8324238a-7629-4ffe-9981-577412aa67cd,0,5b20d10a-c57b-425b-b163-da786187c184,51.1866866187024,508.17086845411797,-0.813313381297597,-1.8291315458820583
8324238a-7629-4ffe-9981-577412aa67cd,0,e11edcda-f5d8-476a-97c6-82460b228224,84.16288370062881,400.44276186778956,-2.8371162993711923,2.442761867789569
8324238a-7629-4ffe-9981-577412aa67cd,1,93e9e67e-7303-4486-9105-88d8c83f37ef,612.9627278301339,44.06398525142218,3.544614246806087,-1.9587758163706384
8324238a-7629-4ffe-9981-577412aa67cd,1,e02c0a17-dcfc-4847-bf60-cb7d808b4973,183.58243545989686,230.5558133315467,-0.6066564883636382,-2.227583402174913
8324238a-7629-4ffe-9981-577412aa67cd,1,1fa063f4-010e-4241-af54-95eb8b5c8c04,261.9419593950079,231.6867345271295,2.937794481380349,-0.5510611243620542
8324238a-7629-4ffe-9981-577412aa67cd,1,5b20d10a-c57b-425b-b163-da786187c184,50.565304905653804,506.4652543827086,-0.6213817130485968,-1.7056140714093504
8324238a-7629-4ffe-9981-577412aa67cd,1,e11edcda-f5d8-476a-97c6-82460b228224,81.25405134492303,402.6886332186066,-2.9088323557057874,2.2458713508170254
8324238a-7629-4ffe-9981-577412aa67cd,2,93e9e67e-7303-4486-9105-88d8c83f37ef,616.6315183205326,42.1252991142834,3.66879049039869,-1.9386861371387791
8324238a-7629-4ffe-9981-577412aa67cd,2,e02c0a17-dcfc-4847-bf60-cb7d808b4973,183.17555323267635,228.3161529313884,-0.4068822272204962,-2.239660400158294
8324238a-7629-4ffe-9981-577412aa67cd,2,1fa063f4-010e-4241-af54-95eb8b5c8c04,264.8239403550833,231.34267253847108,2.8819809600753734,-0.34406198865841525
8324238a-7629-4ffe-9981-577412aa67cd,2,5b20d10a-c57b-425b-b163-da786187c184,50.129641556694075,504.88532946183597,-0.43566334895973025,-1.5799249208726618
8324238a-7629-4ffe-9981-577412aa67cd,2,e11edcda-f5d8-476a-97c6-82460b228224,78.28093054922078,404.73655674529937,-2.9731207957022447,2.0479235266927907
8324238a-7629-4ffe-9981-577412aa67cd,3,93e9e67e-7303-4486-9105-88d8c83f37ef,620.4221866819253,40.208298688496974,3.7906683613926946,-1.917000425786427
8324238a-7629-4ffe-9981-577412aa67cd,3,e02c0a17-dcfc-4847-bf60-cb7d808b4973,182.9640482936633,226.06334338994589,-0.21150493901305178,-2.2528095414425002
8324238a-7629-4ffe-9981-577412aa67cd,3,1fa063f4-010e-4241-af54-95eb8b5c8c04,267.6604470416886,231.20111388538086,2.836506686605264,-0.14155865309022803
8324238a-7629-4ffe-9981-577412aa67cd,3,5b20d10a-c57b-425b-b163-da786187c184,49.87348489382437,503.43315712399726,-0.25615666286971,-1.4521723378387248
8324238a-7629-4ffe-9981-577412aa67cd,3,e11edcda-f5d8-476a-97c6-82460b228224,75.25099442548586,406.58573876605,-3.0299361237349216,1.8491820207506229
8324238a-7629-4ffe-9981-577412aa67cd,4,93e9e67e-7303-4486-9105-88d8c83f37ef,624.3324600486527,38.31454987618314,3.9102733667274587,-1.8937488123138329
8324238a-7629-4ffe-9981-577412aa67cd,4,e02c0a17-dcfc-4847-bf60-cb7d808b4973,182.94360241235378,223.79633685285552,-0.020445881309516134,-2.267006537090374
8324238a-7629-4ffe-9981-577412aa67cd,4,1fa063f4-010e-4241-af54-95eb8b5c8c04,270.4615849402756,231.25721887931223,2.8011378985870126,0.05610499393136905
8324238a-7629-4ffe-9981-577412aa67cd,4,5b20d10a-c57b-425b-b163-da786187c184,49.790626600060556,502.1106914836442,-0.08285829376381428,-1.3224656403530926
8324238a-7629-4ffe-9981-577412aa67cd,4,e11edcda-f5d8-476a-97c6-82460b228224,72.17175086744777,408.23565148250145,-3.0792435580380833,1.6499127164514569
8324238a-7629-4ffe-9981-577412aa67cd,5,93e9e67e-7303-4486-9105-88d8c83f37ef,628.3600905345983,36.44558884252334,4.027630485945607,-1.8689610336598041
8324238a-7629-4ffe-9981-577412aa67cd,5,e02c0a17-dcfc-4847-bf60-cb7d808b4973,183.10997454599948,221.51410933329905,0.16637213364569373,-2.282227519556467
8324238a-7629-4ffe-9981-577412aa67cd,5,1fa063f4-010e-4241-af54-95eb8b5c8c04,273.2372100564472,231.50581257211223,2.7756251161716246,0.24859369279999852
8324238a-7629-4ffe-9981-577412aa67cd,5,5b20d10a-c57b-425b-b163-da786187c184,49.874863505132545,500.919776332353,0.08423690507199054,-1.19091515129119
8324238a-7629-4ffe-9981-577412aa67cd,5,e11edcda-f5d8-476a-97c6-82460b228224,69.0507317590814,409.68603479657764,-3.121019108366373,1.450383314076167
8324238a-7629-4ffe-9981-577412aa67cd,6,93e9e67e-7303-4486-9105-88d8c83f37ef,632.5028547184851,34.602922400794725,4.1427641838868166,-1.8426664417286172
8324238a-7629-4ffe-9981-577412aa67cd,6,e02c0a17-dcfc-4847-bf60-cb7d808b4973,183.4589993164757,219.2156602988969,0.34902477047623715,-2.2984490344021675
8324238a-7629-4ffe-9981-577412aa67cd,6,1fa063f4-010e-4241-af54-95eb8b5c8c04,275.99691361788695,231.94139417035598,2.759703561439734,0.43558159824373566
8324238a-7629-4ffe-9981-577412aa67cd,6,5b20d10a-c57b-425b-b163-da786187c184,50.11999941970122,499.8621442045091,0.2451359145686758,-1.0576321278439027
8324238a-7629-4ffe-9981-577412aa67cd,6,e11edcda-f5d8-476a-97c6-82460b228224,65.89548212297643,410.9368976835174,-3.1552496361049758,1.250862886939757
8324238a-7629-4ffe-9981-577412aa67cd,7,93e9e67e-7303-4486-9105-88d8c83f37ef,636.7585531416144,32.78802838956031,4.255698423129312,-1.8148940112344156
8324238a-7629-4ffe-9981-577412aa67cd,7,e02c0a17-dcfc-4847-bf60-cb7d808b4973,183.98658551806196,216.90001226671723,0.5275862015862335,-2.3156480321796775
8324238a-7629-4ffe-9981-577412aa67cd,7,1fa063f4-010e-4241-af54-95eb8b5c8c04,278.75000723228544,232.55814721349248,2.753093614398491,0.6167530431365118
8324238a-7629-4ffe-9981-577412aa67cd,7,5b20d10a-c57b-425b-b163-da786187c184,50.5198470157517,498.9394155143184,0.3998475960504794,-0.9227286901906897
8324238a-7629-4ffe-9981-577412aa67cd,7,e11edcda-f5d8-476a-97c6-82460b228224,62.713549226233184,411.9885191193395,-3.181932896743248,1.0516214358221612
8324238a-7629-4ffe-9981-577412aa67cd,8,93e9e67e-7303-4486-9105-88d8c83f37ef,641.1250098177983,31.00235604219358,4.366456676183889,-1.7856723473667315
8324238a-7629-4ffe-9981-577412aa67cd,8,e02c0a17-dcfc-4847-bf60-cb7d808b4973,184.68871465551533,214.56621040623577,0.7021291374533628,-2.333801860481459
8324238a-7629-4ffe-9981-577412aa67cd,8,1fa063f4-010e-4241-af54-95eb8b5c8c04,281.50550853680045,233.34995049240672,2.7555013045149908,0.7918032789142565
8324238a-7629-4ffe-9981-577412aa67cd,8,5b20d10a-c57b-425b-b163-da786187c184,51.06822975080982,498.15309776490466,0.5483827350581213,-0.786317749413726
8324238a-7629-4ffe-9981-577412aa67cd,8,e11edcda-f5d8-476a-97c6-82460b228224,59.51247166157982,412.84144856165335,-3.2010775646533576,0.8529294423138253
8324238a-7629-4ffe-9981-577412aa67cd,9,93e9e67e-7303-4486-9105-88d8c83f37ef,645.6000717552434,29.247326348912885,4.4750619374451945,-1.7550296932806932
8324238a-7629-4ffe-9981-577412aa67cd,9,e02c0a17-dcfc-4847-bf60-cb7d808b4973,185.56143951183037,212.21332215008394,0.8727248563150477,-2.352888256151833
8324238a-7629-4ffe-9981-577412aa67cd,9,1fa063f4-010e-4241-af54-95eb8b5c8c04,284.2721273734442,234.31038968337708,2.766618836643769,0.9604391909703497
